date,piid,agency,ceiling_value,value,update_date,fpds_status,fpds_link,vendor,description
3/1/2025,75R60223F80091,Department of Health and Human Services,4100000,4100000,2/26/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223F80091&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA21D0013&contractType=AWARD,"CALCO ENTERPRISES, LLC",Technical & Engineering Services
3/24/2025,75R60224F80153,Department of Health and Human Services,5160091,5125201,2/26/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80153&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,MATHEMATICA INC.,CHART ABSTRACTION OF RWHAP RECIPIENT CLINICAL DATA
2/20/2025,75ACF124P00001,Department of Health and Human Services,6868188,5573191,2/23/2025,Terminated,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=75ACF124P00001&x=24&y=17,"KONIAG PROFESSIONAL SERVICES, LLC","Organization & Mgmt Audit, Advertisement & Asst (OMA-3)"
3/1/2025,75R60225F80006,Department of Health and Human Services,5576945,5576945,2/26/2025,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F80006&modNumber=P00003&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,"WESTAT, INC.",Management & Advisory Services
2/5/2025,75N98025F00006,Department of Health and Human Services,2750,0,2/7/2025,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00006&modNumber=0&idvAgencyID=&idvPIID=75N98021D00012&contractType=AWARD,"FEDERAL MANAGEMENT PARTNERS, LLC",ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS
2/5/2025,75N98025F00007,Department of Health and Human Services,7519,0,2/7/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00007&modNumber=0&idvAgencyID=&idvPIID=75N98019D00044&contractType=AWARD,"FEDERAL MANAGEMENT PARTNERS, LLC",ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS
3/7/2025,75F40124F19092,Department of Health and Human Services,39083,0,2/28/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19092&modNumber=0&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD,"EAGLE HILL CONSULTING, LLC", EXECUTIVE COACHING SERVICES FOR OCD/OEP 
2/28/2025,75F40124F80158,Department of Health and Human Services,39355,0,2/26/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80158&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0220R&contractType=AWARD,"INSIGHT MANAGEMENT CONSULTING, LLC",STAFF COLLEGE - CRUCIAL LEARNING STUDENT LICENSES
2/5/2025,75N98025F00001,Department of Health and Human Services,51137,0,2/7/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00001&modNumber=0&idvAgencyID=&idvPIID=75N98024D00063&contractType=AWARD,"FEDERAL MANAGEMENT PARTNERS, LLC",ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS
2/5/2025,75N98025F00004,Department of Health and Human Services,61464,0,2/7/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00004&modNumber=0&idvAgencyID=&idvPIID=75N98021D00001&contractType=AWARD,"FEDERAL MANAGEMENT PARTNERS, LLC",ONE-ON-ONE-GUIDANCE FOR SENIOR STAFF TO ASSIST WITH MEETING SHORT-TERM AND LONG-TERM GOALS
2/21/2025,75N92B24F00005,Department of Health and Human Services,67313,0,2/19/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92B24F00005&modNumber=0&idvAgencyID=&idvPIID=75N98024A00061&contractType=AWARD,Midtown Personnel,Administrative Services
3/7/2025,75F40123A00009,Department of Health and Human Services,79695,0,2/28/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123A00009&modNumber=P00002&idvAgencyID=&idvPIID=GS07F281BA&contractType=IDV,APTIVE RESOURCES LLC, Category: Coaching  FDA Executive Coaching for OCE and CDER/OOD Oncology 10 FTE in cohort 
1/21/2025,75N95024F00111,Department of Health and Human Services,87036,0,2/24/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00111&modNumber=0&idvAgencyID=&idvPIID=75N95021D00010&contractType=AWARD,DUTY FIRST CONSULTING LLC,"To acquire Work Culture and Climate Survey Services Related to NIDA's Diversity, Equity, Inclusion, and Accessibility (DEIA) Efforts"
2/5/2025,75N92025F00009,Department of Health and Human Services,97132,0,2/7/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00009&modNumber=P00001&idvAgencyID=&idvPIID=GS00F076CA&contractType=AWARD,"GAP SOLUTIONS, INC.","[25-001132] NHLBI OFFICE OF MANAGEMENT (OM), NHLBI IMMEDIATE OFFICE OF THE DIRECTOR (IOD), AND THE NHLBI OFFICE OF MANAGEMENT REQUIRES SENIOR SCIENCE WRITER/PROGRAM MANAGER IN ORDER TO PROVIDE INTERNAL COMMUNICATION SERVICES"
9/26/2025,75S20124P00003,Department of Health and Human Services,250000,0,2/24/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7522&PIID=75S20124P00003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,Denver Health and Hospital Authority,THE PURPOSE OF THIS PURCHASE ORDER (PO) TO LAUNCH A SURVEY FOCUSED ON TRACKING THE CHANGING MOTIVATIONS AND CONTEXTUAL FACTORS ASSOCIATED WITH THE USE OF PSYCHEDELICS/HALLUCINOGENS.
2/12/2025,75D30122P15204,Department of Health and Human Services,257518,0,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P15204&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"New York, City off","The Contractor shall extend, expand, and maintain the Career Firefighter Health Cohort by updating the cohort, obtaining cancer diagnoses from cohort members, and obtaining causes of death for cohort members."
2/5/2025,75N93024F00001,Department of Health and Human Services,277747,0,2/7/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00002&contractType=AWARD,"BETAH ASSOCIATES, INC.","LTASC III TORP 3069, EXECUTIVE ASSISTANT, ADMIN. LEVEL 4 (1 POSITION), AMBIS # 2209919"
2/28/2025,75N98024F00001,Department of Health and Human Services,305728,0,2/28/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N98024A00078&contractType=AWARD,Partnership for Public Service Inc.,NIH Business and Professional Support Services (BPSS) III   TORP 3051
1/27/2025,75N96023F00065,Department of Health and Human Services,323446,0,2/10/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N96023F00065&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA21D005Y&contractType=AWARD,TACTEGRA LLC,Administrative Management and General Management Consulting Services
2/21/2025,75N95020P00190,Department of Health and Human Services,405864,0,2/24/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95020P00190&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,JACOBSON ARTHUR E, RESEARCH DATA REVIEW AND PUBLICATION SUPPORT FOR NIDA IRP 
3/7/2025,75F40124F19011,Department of Health and Human Services,452807,0,2/28/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19011&modNumber=P00002&idvAgencyID=&idvPIID=75F40121A00044&contractType=AWARD,OCT CONSULTING LLC, OPEQ Recruitment 
3/7/2025,75F40124F19006,Department of Health and Human Services,494449,0,2/28/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19006&modNumber=P00002&idvAgencyID=&idvPIID=75F40122A00013&contractType=AWARD,DELOITTE CONSULTING LLP,  DSCSA Programmatic Implementation Assessment 
3/7/2025,75N96024F00005,Department of Health and Human Services,497223,0,2/28/2025,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N96024F00005&modNumber=0&idvAgencyID=&idvPIID=75N98021A00036&contractType=AWARD,AVANTI CORPORATION," Science, Translation, Analysis, and Research Support (STARS) NIH Environmental Justice Coordination Committee Support "
3/7/2025,75F40124F80352,Department of Health and Human Services,549945,0,2/28/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80352&modNumber=0&idvAgencyID=&idvPIID=75FCMC23D0004&contractType=AWARD,THE MITRE CORPORATION 319744, Health Informatics Requirements and Data Standards Support 
3/7/2025,75F40125F80024,Department of Health and Human Services,570961,0,2/28/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40125F80024&modNumber=0&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,Guidehouse Inc., Category: IT  CONTINUITY OF SUPPORT CAAPS PHASE V O&M (BRIDGE ORDER) 
2/11/2025,75D30123F00020,Department of Health and Human Services,815955,0,2/13/2025,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F00020&modNumber=P00003&idvAgencyID=&idvPIID=75D30119D05352&contractType=AWARD,"Kapili Services, LLC",PUBLIC HEALTH INFRASTRUCTURE CENTER EXECUTIVE ASSISTANT SUPPORT
3/7/2025,75F40122C00073,Department of Health and Human Services,820583,0,2/28/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122C00073&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"T. WHITE PARKER ASSOCIATES, INCORPORATED", ORGANIZATIONAL GOVERNANCE SUPPORT SERVICES 
3/7/2025,75F40123F19006,Department of Health and Human Services,937373,0,2/28/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19006&modNumber=P00006&idvAgencyID=&idvPIID=75F40121A00003&contractType=AWARD,TUNNELL CONSULTING INC," BPA ORDER FOR CISCO UC ENTERPRISE LICENSE AGREEMENTCISCO END-OF-LIFE PRODUCTS MULTIPLE-AWARD BPAAWARDEES: 75F40121A00044 N2GRATE, 75F40121A00046 NEW TECH SOLUTIONS, 75F40121A00047 LIONA ENTERPRISES "
1/23/2025,75ACF123F59005,Department of Health and Human Services,4433884,0,2/10/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F59005&modNumber=P00002&idvAgencyID=&idvPIID=75ACF121A00008&contractType=AWARD,DELOITTE CONSULTING LLP,Grants Management Compliance
4/1/2025,75FCMC22C0006,Department of Health and Human Services,4945169,0,2/24/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22C0006&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,RELI GROUP INC,Provider Compliance Group Data Analysis (PCG DA)
1/22/2025,75N93022F00001,Department of Health and Human Services,99041501,0,2/10/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93022F00001&modNumber=P00012&idvAgencyID=&idvPIID=HHSN316201300006W&contractType=AWARD,GOLDEN KEY GROUP LLC,OWER HUMAN CAPITAL MANAGEMENT AND DEVELOPMENT SUPPORT
2/28/2025,75N95A24F00036,Department of Health and Human Services,3688,3688,2/24/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95A24F00036&modNumber=0&idvAgencyID=&idvPIID=47QRAA20D0028&contractType=AWARD,"MDB, INC.",LODGING FOR 7 STUDENTS FROM RESEARCH TRAINING CAREER DEVELOPMENT SCHOLARS WHO ARE COMING TO VISIT THE NIH / NINDS FACILITY AS PART OF THEIR NIH/NINDS TOUR. 
2/5/2025,75D30121P10201,Department of Health and Human Services,57012,4373,2/7/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121P10201&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC",Politico Premium Subscription for 2 users
2/11/2025,75D30122C13402,Department of Health and Human Services,791852,9160,2/13/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13402&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"Veritas Management Group, Inc.",ADMINISTRATIVE SUPPORT AND HEALTH COMMUNICATION SUPPORT SERVICES
2/13/2025,75D30122P15194,Department of Health and Human Services,48600,12600,2/13/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122P15194&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"Movement RX Physical Therapy, P.C.",Healthiest NIOSH Well-Being Education
2/28/2025,75N95B24F00021,Department of Health and Human Services,36449,22656,2/24/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95B24F00021&modNumber=0&idvAgencyID=&idvPIID=GS00F404GA&contractType=AWARD,Ivy Planning Group,Professional Services
2/12/2025,75D30124F20337,Department of Health and Human Services,27277,27277,2/13/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20337&modNumber=0&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD,EASTERN RESEARCH GROUP INC,ENVIRONMENTAL HEALTH AND LAND REUSE WEBINARS
2/24/2025,GS10F176AA,Department of Health and Human Services,57503,27810,2/26/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=GS10F176AA&modNumber=PSA888&idvAgencyID=&idvPIID=&contractType=IDV,Nexight Group LLC,"This contract will support the development of a congressionally required report from the Secretary of HHS to Congress. The contractor will conduct a review and develop a report on grants and activities funded under sections 1109, 1110, and 1112 through 1115 of the Public Health Service Act (42 U.S.C. § 300b-8, 300b-9, and 300b-11 through 300b-14) as amended by the Newborn Screening Saves Lives Reauthorization Act of 2014, during 2023 and 2024."
2/12/2025,75D30123P16320,Department of Health and Human Services,29345,29345,2/13/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P16320&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,Calvirate Analytics,Software license
2/11/2025,75D30123P17594,Department of Health and Human Services,91550,30000,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123P17594&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,LC PLUS CONSULTING INC,"REGULATORY AND CHEMISTRY, MAUFACTURING AND CONTROL SUPPORT"
2/12/2025,75D30123F17568,Department of Health and Human Services,25989,48603,2/13/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17568&modNumber=P00001&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD,EASTERN RESEARCH GROUP INC,HEALTH EFFECTS CHART WEBINARS
3/31/2025,75N91024P00538,Department of Health and Human Services,97284,50523,2/21/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024P00538&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,CHERYL MARIE NICHOLS,"The Subject Matter Expert services needed for this task are unique due to the specialized nature of the Cancer Moonshot 1.0 Initiative. This is a one-time effort of special funding to accomplish the goals of the Moonshot. To support continued growth, coordination and evaluation needs of the Cancer Moonshot Initiative, the Office of the Director (OD) requires the services of a Subject Matter Expert with the combination of skills to advise and assist NCI OD in the continuation of all planning, coordination, evaluation, and closeout objectives necessary for the success of the Cancer Moonshot Initiative."
1/22/2025,75N95024F00146,Department of Health and Human Services,649112,57154,2/21/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00146&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D001Z&contractType=AWARD,Schuler Solutions Inc,"The objectives of this contract are to facilitate the delivery of: (1) expert advice, assistance, guidance, coaching, and counseling in support of the NCATS mission-oriented business functions; and (2) training services including instructor led training, course development and administration, and learning management."
2/6/2025,75P00121P00012,Department of Health and Human Services,329739,57653,2/7/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00121P00012&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"POLITICO, LLC",Politico Subscription
2/11/2025,75D30124F20237,Department of Health and Human Services,60816,60816,2/13/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20237&modNumber=0&idvAgencyID=&idvPIID=75D30124A19661&contractType=AWARD,"Cadence Group Associates, Inc.",Contract supported the development of file plans according to the Federal Records statute.
2/12/2025,75D30124F19135,Department of Health and Human Services,62416,62416,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19135&modNumber=P00001&idvAgencyID=&idvPIID=75D30123A17950&contractType=AWARD,Abt Global LLC,TOX DASHBOARD MAINTENANCE AND ENHANCEMENTS
2/12/2025,75D30123F17996,Department of Health and Human Services,71222,71222,2/13/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17996&modNumber=P00002&idvAgencyID=&idvPIID=75D30121A12815&contractType=AWARD,EASTERN RESEARCH GROUP INC,COMMERCIAL LAUNDROMAT SHOWER MODEL
2/12/2025,75D30122F15512,Department of Health and Human Services,500744,76883,2/13/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F15512&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0401R&contractType=AWARD,"RESOLVE, INC",DEVELOPMENT OF A LEAD-FREE CITIES INITIATIVE AND TOOLKIT
2/21/2025,75N95022F00006,Department of Health and Human Services,449312,89862,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95022F00006&modNumber=P00001&idvAgencyID=&idvPIID=75N95021D00011&contractType=AWARD,"Kelly Services, Inc.","Scientific, Administrative, Operational Resources (SOAR): Develop and draft scientific papers, speeches, and talking points for the Director, ORWH "
2/12/2025,75D30123F17492,Department of Health and Human Services,6264183,91019,2/13/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17492&modNumber=P00002&idvAgencyID=&idvPIID=75D30120A07340&contractType=AWARD,DELOITTE CONSULTING LLP,NCIRD TRANSFORMATION MANAGEMENT SPT SVCS
2/21/2025,75N95021F00004,Department of Health and Human Services,582162,116432,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021F00004&modNumber=P00009&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,"Kelly Services, Inc.","Scientific, Administrative, Operational Resources (SOAR) : General operations coordination, POTS, ITAS, Property mgmt, and scheduling. "
2/25/2025,75Q80121P00005,Department of Health and Human Services,619112,125832,2/18/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7528&PIID=75Q80121P00005&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,Merative US LP,"MARKETSCAN DATA, LARGE NATIONAL DATASET OF PRIVATE SECTOR MEDICAL CLAIMS"
2/10/2025,75D30124F00005,Department of Health and Human Services,404851,128918,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00005&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D17609&contractType=AWARD,ICE TECHNICAL SERVICES INC, HR Specialist (Classifications and Recruitment) Services
2/21/2025,75N95021F00009,Department of Health and Human Services,696302,139260,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021F00009&modNumber=P00007&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,"KELLY SERVICES, INC.","Scientific, Administrative, Operational Resources (SOAR) :TO is unoccupied and will be closed."
2/21/2025,75N95023F00079,Department of Health and Human Services,732442,146488,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023F00079&modNumber=P00001&idvAgencyID=&idvPIID=75N95021D00013&contractType=AWARD,Guidehouse,"Scientific, Administrative, Operational Resources (SOAR): TO is unoccupied and will be closed"
2/10/2025,75D30124F00009,Department of Health and Human Services,487898,155363,2/13/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00009&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D17068&contractType=AWARD,ICE TECHNICAL SERVICES INC, Training Specialist Support Services
3/7/2025,75F40122F80400,Department of Health and Human Services,399000,159600,2/28/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80400&modNumber=P00002&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD,PARTNERSHIP FOR PUBLIC SERVICE INC, LEADERSHIP FELLOW PROGRAM 
2/11/2025,75D30123C15765,Department of Health and Human Services,352369,178929,2/13/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C15765&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,CHENEGA RELIABLE SERVICES LLC,COVID-19 CASE REPORTING
2/21/2025,75N95021F00005,Department of Health and Human Services,845782,183253,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021F00005&modNumber=P00008&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,"Kelly Services, Inc.","Scientific, Administrative, Operational Resources (SOAR): Research program advising"
2/10/2025,75D30124F00010,Department of Health and Human Services,609872,194204,2/13/2025,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00010&modNumber=0&idvAgencyID=&idvPIID=75D30123D16080&contractType=AWARD,ICE TECHNICAL SERVICES INC, HR Generalist II Services
2/19/2025,75F40122F80173,Department of Health and Human Services,316618,198282,2/26/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80173&modNumber=P00003&idvAgencyID=&idvPIID=GS00F267CA&contractType=AWARD,IMMERSION CONSULTING LLC,INSTRUCTOR LED FEDERAL TRAVEL REGULATION (FTR) POLICY TRAINING
2/11/2025,75D30124F00002,Department of Health and Human Services,269078,204055,2/13/2025,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00002&modNumber=P00001&idvAgencyID=&idvPIID=75D30124D20037&contractType=AWARD,ICE Technical Services ,General Clerk Services
2/5/2025,75D30124F00007,Department of Health and Human Services,538968,204055,2/7/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00007&modNumber=P00004&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,ICE TECHNICAL SERVICES INC,HRO GENERAL SERVICES
2/21/2025,75N95024F00061,Department of Health and Human Services,343697,206218,2/24/2025,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00061&modNumber=P00002&idvAgencyID=&idvPIID=75N95021D00010&contractType=AWARD,Guidehouse,"Scientific, Administrative, Operational Resources (SOAR): Under this task order, the contractor will independently provide support services to satisfy the overall operational objectives of the National Institute on Minority Health and Health Disparities. The primary objective is to provide services and deliverables through performance of support services."
1/22/2025,75P00123C00024,Department of Health and Human Services,498260,213668,2/19/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00123C00024&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,K.L. SCOTT & ASSOCIATES LLC,"THE WORK TO BE PERFORMED WILL REQUIRE THE CONTRACTOR TO GATHER DATA RELATED TO OFFICE OF BUDGET POLICIES, PRACTICES, AND CULTURAL NORMS, ANALYZE THESE DATA, AND PRODUCE RECOMMENDATIONS TO IMPROVE EQUITY IN THE OFFICE."
2/20/2025,75N95023P00670,Department of Health and Human Services,703921,216119,2/21/2025,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023P00670&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"COHEN, CARL M",EXECUTIVE COACHING AND ORGANIZATIONAL DEVELOPMENT
2/21/2025,75N95021D00019,Department of Health and Human Services,250825,217381,2/24/2025,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021D00019&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=IDV,22ND Century,"Scientific, Administrative, Operational Resources (SOAR): Under this task order, the contractor will independently provide support services to satisfy the overall operational objectives of the National Institute on Minority Health and Health Disparities. The primary objective is to provide services and deliverables through performance of support services and will be located within the Office of Communication and Public Liaison "
